order_date,product_name,category,quantity_sold,unit_price,sales_amount,profit,region,customer_segment,inventory_level,year,month,day,weekday,is_weekend,quarter,avg_order_value
2025-06-11 11:59:43.541190,Monitor,Electronics,8.0,726.42,5811.34,1162.27,East,Corporate,94,2025,6,11,2,0,2,726.4175
2025-06-11 11:59:43.541190,Keyboard,Accessories,8.0,413.78,3310.21,662.04,West,SMB,169,2025,6,11,2,0,2,413.77625
2025-06-11 11:59:43.541190,Headphones,Accessories,2.0,871.96,1743.92,348.78,South,Corporate,149,2025,6,11,2,0,2,871.96
2025-06-11 11:59:43.541190,Monitor,Electronics,5.0,748.63,3743.14,748.63,South,Corporate,108,2025,6,11,2,0,2,748.6279999999999
2025-06-11 11:59:43.541190,Laptop,Electronics,3.0,471.31,1413.92,282.78,West,Consumer,150,2025,6,11,2,0,2,471.3066666666667
2025-06-11 11:59:43.541190,Headphones,Accessories,3.0,822.76,2468.29,493.66,North,SMB,37,2025,6,11,2,0,2,822.7633333333333
2025-06-11 11:59:43.541190,Monitor,Electronics,9.0,1159.45,9729.807499999999,1945.97125,South,Corporate,28,2025,6,11,2,0,2,1159.4455555555555
2025-06-11 11:59:43.541190,Mouse,Accessories,5.0,292.45,1462.27,292.45,West,SMB,191,2025,6,11,2,0,2,292.454
2025-06-11 11:59:43.541190,Headphones,Accessories,8.0,60.58,484.63,96.93,South,Consumer,183,2025,6,11,2,0,2,60.57875
2025-06-11 11:59:43.541190,Mouse,Accessories,8.0,911.33,7290.61,1458.12,South,Corporate,73,2025,6,11,2,0,2,911.32625
2025-06-11 11:59:43.541190,Mouse,Accessories,4.0,238.13,952.51,190.5,East,Corporate,63,2025,6,11,2,0,2,238.1275
2025-06-12 11:59:43.541190,Headphones,Accessories,7.0,788.27,5517.9,1103.58,West,SMB,91,2025,6,12,3,0,2,788.2714285714285
2025-06-12 11:59:43.541190,Keyboard,Accessories,1.0,859.38,859.38,171.88,East,Consumer,142,2025,6,12,3,0,2,859.38
2025-06-12 11:59:43.541190,Laptop,Electronics,8.0,485.96,3887.68,777.54,West,SMB,158,2025,6,12,3,0,2,485.96
2025-06-12 11:59:43.541190,Headphones,Accessories,2.0,656.84,1313.67,262.73,West,Corporate,143,2025,6,12,3,0,2,656.835
2025-06-12 11:59:43.541190,Mouse,Accessories,4.0,725.52,2902.09,580.42,West,SMB,59,2025,6,12,3,0,2,725.5225
2025-06-12 11:59:43.541190,Headphones,Accessories,9.0,369.6,3326.42,665.28,North,Consumer,108,2025,6,12,3,0,2,369.6022222222222
2025-06-13 11:59:43.541190,Laptop,Electronics,7.0,386.96,2708.71,541.74,West,Consumer,118,2025,6,13,4,0,2,386.9585714285714
2025-06-13 11:59:43.541190,Monitor,Electronics,8.0,344.17,2753.37,550.67,East,Consumer,120,2025,6,13,4,0,2,344.17125
2025-06-13 11:59:43.541190,Keyboard,Accessories,1.0,871.64,871.64,174.33,East,SMB,161,2025,6,13,4,0,2,871.64
2025-06-13 11:59:43.541190,Keyboard,Accessories,9.0,858.58,7727.24,1545.45,South,Corporate,143,2025,6,13,4,0,2,858.5822222222222
2025-06-13 11:59:43.541190,Headphones,Accessories,3.0,57.09,171.26,34.25,East,Consumer,71,2025,6,13,4,0,2,57.086666666666666
2025-06-13 11:59:43.541190,Headphones,Accessories,4.0,1090.93,4363.71,872.74,East,SMB,162,2025,6,13,4,0,2,1090.9275
2025-06-14 11:59:43.541190,Laptop,Electronics,1.0,319.62,319.62,63.92,West,Corporate,58,2025,6,14,5,1,2,319.62
2025-06-14 11:59:43.541190,Mouse,Accessories,3.0,375.04,1125.11,225.02,North,Consumer,132,2025,6,14,5,1,2,375.03666666666663
2025-06-14 11:59:43.541190,Keyboard,Accessories,6.0,278.14,1668.85,333.77,West,Consumer,199,2025,6,14,5,1,2,278.14166666666665
2025-06-14 11:59:43.541190,Keyboard,Accessories,9.0,592.1,5328.89,1065.78,North,SMB,191,2025,6,14,5,1,2,592.098888888889
2025-06-14 11:59:43.541190,Mouse,Accessories,7.0,1077.39,7541.71,1508.34,East,Corporate,148,2025,6,14,5,1,2,1077.3871428571429
2025-06-14 11:59:43.541190,Headphones,Accessories,9.0,144.48,1300.35,260.07,West,Corporate,94,2025,6,14,5,1,2,144.48333333333332
2025-06-14 11:59:43.541190,Headphones,Accessories,7.0,361.91,2533.35,506.67,South,Corporate,189,2025,6,14,5,1,2,361.90714285714284
2025-06-14 11:59:43.541190,Laptop,Electronics,9.0,985.26,8867.32,1773.46,North,SMB,122,2025,6,14,5,1,2,985.2577777777777
2025-06-15 11:59:43.541190,Mouse,Accessories,6.0,59.0,354.0,70.8,West,Consumer,148,2025,6,15,6,1,2,59.0
2025-06-15 11:59:43.541190,Keyboard,Accessories,2.0,646.5,1293.01,258.6,South,Corporate,179,2025,6,15,6,1,2,646.505
2025-06-15 11:59:43.541190,Monitor,Electronics,7.0,918.71,6430.98,1286.2,East,Consumer,57,2025,6,15,6,1,2,918.7114285714285
2025-06-15 11:59:43.541190,Headphones,Accessories,4.0,1180.44,4721.76,944.35,South,SMB,163,2025,6,15,6,1,2,1180.44
2025-06-15 11:59:43.541190,Laptop,Electronics,9.0,398.52,3586.68,717.34,South,Consumer,22,2025,6,15,6,1,2,398.52
2025-06-15 11:59:43.541190,Monitor,Electronics,4.0,39.57,158.29,31.66,East,SMB,166,2025,6,15,6,1,2,39.5725
2025-06-16 11:59:43.541190,Laptop,Electronics,2.0,1195.58,2391.16,478.23,South,Consumer,56,2025,6,16,0,0,2,1195.58
2025-06-16 11:59:43.541190,Laptop,Electronics,3.0,1168.92,3506.77,701.35,South,Corporate,101,2025,6,16,0,0,2,1168.9233333333334
2025-06-16 11:59:43.541190,Monitor,Electronics,1.0,210.72,210.72,42.14,South,Corporate,131,2025,6,16,0,0,2,210.72
2025-06-16 11:59:43.541190,Keyboard,Accessories,4.0,1066.76,4267.05,853.41,West,Consumer,171,2025,6,16,0,0,2,1066.7625
2025-06-16 11:59:43.541190,Keyboard,Accessories,7.0,798.78,5591.47,1118.29,South,Consumer,79,2025,6,16,0,0,2,798.7814285714286
2025-06-16 11:59:43.541190,Laptop,Electronics,9.0,153.9,1385.09,277.02,East,SMB,61,2025,6,16,0,0,2,153.89888888888888
2025-06-16 11:59:43.541190,Monitor,Electronics,9.0,835.31,7517.76,1503.55,West,SMB,101,2025,6,16,0,0,2,835.3066666666667
2025-06-16 11:59:43.541190,Keyboard,Accessories,7.0,420.06,2940.39,588.08,East,SMB,67,2025,6,16,0,0,2,420.05571428571426
2025-06-17 11:59:43.541190,Keyboard,Accessories,1.0,71.45,71.45,14.29,West,Corporate,65,2025,6,17,1,0,2,71.45
2025-06-17 11:59:43.541190,Keyboard,Accessories,9.0,227.59,2048.33,409.67,West,Consumer,161,2025,6,17,1,0,2,227.5922222222222
2025-06-17 11:59:43.541190,Headphones,Accessories,4.0,452.43,1809.73,361.95,West,SMB,164,2025,6,17,1,0,2,452.4325
2025-06-17 11:59:43.541190,Laptop,Electronics,3.0,770.87,2312.62,462.52,South,Corporate,177,2025,6,17,1,0,2,770.8733333333333
2025-06-17 11:59:43.541190,Headphones,Accessories,3.0,1072.61,3217.84,643.57,East,SMB,40,2025,6,17,1,0,2,1072.6133333333335
2025-06-17 11:59:43.541190,Laptop,Electronics,1.0,250.39,250.39,50.08,North,SMB,23,2025,6,17,1,0,2,250.39
2025-06-18 11:59:43.541190,Laptop,Electronics,4.0,961.99,3847.95,769.59,North,Corporate,163,2025,6,18,2,0,2,961.9875
2025-06-18 11:59:43.541190,Keyboard,Accessories,2.0,1043.15,2086.29,417.26,North,Corporate,154,2025,6,18,2,0,2,1043.145
2025-06-18 11:59:43.541190,Monitor,Electronics,3.0,418.83,1256.5,251.3,West,Corporate,85,2025,6,18,2,0,2,418.8333333333333
2025-06-18 11:59:43.541190,Keyboard,Accessories,6.0,444.2,2665.2,533.04,North,Corporate,45,2025,6,18,2,0,2,444.2
2025-06-18 11:59:43.541190,Keyboard,Accessories,9.0,1144.62,9729.807499999999,1945.97125,North,Consumer,65,2025,6,18,2,0,2,1144.6244444444446
2025-06-18 11:59:43.541190,Mouse,Accessories,3.0,692.67,2078.02,415.6,West,Corporate,51,2025,6,18,2,0,2,692.6733333333333
2025-06-18 11:59:43.541190,Laptop,Electronics,3.0,220.0,660.0,132.0,North,Corporate,73,2025,6,18,2,0,2,220.0
2025-06-18 11:59:43.541190,Headphones,Accessories,3.0,1176.79,3530.37,706.07,West,SMB,179,2025,6,18,2,0,2,1176.79
2025-06-18 11:59:43.541190,Mouse,Accessories,2.0,400.61,801.22,160.24,West,Consumer,156,2025,6,18,2,0,2,400.61
2025-06-19 11:59:43.541190,Laptop,Electronics,5.0,131.11,655.53,131.11,South,Corporate,163,2025,6,19,3,0,2,131.106
2025-06-19 11:59:43.541190,Headphones,Accessories,7.0,76.31,534.14,106.83,South,SMB,105,2025,6,19,3,0,2,76.30571428571429
2025-06-19 11:59:43.541190,Laptop,Electronics,8.0,1122.84,8982.76,1796.55,North,Consumer,88,2025,6,19,3,0,2,1122.845
2025-06-19 11:59:43.541190,Laptop,Electronics,5.0,88.67,443.34,88.67,South,Consumer,53,2025,6,19,3,0,2,88.66799999999999
2025-06-19 11:59:43.541190,Monitor,Electronics,3.0,958.32,2874.96,574.99,East,SMB,111,2025,6,19,3,0,2,958.32
2025-06-19 11:59:43.541190,Mouse,Accessories,7.0,316.02,2212.11,442.42,South,Consumer,81,2025,6,19,3,0,2,316.0157142857143
2025-06-19 11:59:43.541190,Monitor,Electronics,6.0,80.98,485.91,97.18,West,Corporate,66,2025,6,19,3,0,2,80.985
2025-06-19 11:59:43.541190,Keyboard,Accessories,5.0,636.25,3181.24,636.25,North,Consumer,122,2025,6,19,3,0,2,636.2479999999999
2025-06-19 11:59:43.541190,Mouse,Accessories,6.0,315.3,1891.78,378.36,South,Corporate,34,2025,6,19,3,0,2,315.2966666666667
2025-06-19 11:59:43.541190,Keyboard,Accessories,9.0,202.95,1826.54,365.31,South,Consumer,169,2025,6,19,3,0,2,202.9488888888889
2025-06-19 11:59:43.541190,Keyboard,Accessories,7.0,183.26,1282.8,256.56,West,Consumer,133,2025,6,19,3,0,2,183.25714285714284
2025-06-20 11:59:43.541190,Laptop,Electronics,1.0,650.51,650.51,130.1,West,Consumer,105,2025,6,20,4,0,2,650.51
2025-06-20 11:59:43.541190,Monitor,Electronics,1.0,822.22,822.22,164.44,East,Consumer,118,2025,6,20,4,0,2,822.22
2025-06-20 11:59:43.541190,Keyboard,Accessories,4.0,458.98,1835.93,367.19,East,SMB,56,2025,6,20,4,0,2,458.9825
2025-06-20 11:59:43.541190,Mouse,Accessories,5.0,905.73,4528.63,905.73,West,SMB,196,2025,6,20,4,0,2,905.726
2025-06-20 11:59:43.541190,Headphones,Accessories,8.0,887.38,7099.07,1419.81,North,Consumer,183,2025,6,20,4,0,2,887.38375
2025-06-20 11:59:43.541190,Mouse,Accessories,8.0,474.77,3798.14,759.63,South,Corporate,181,2025,6,20,4,0,2,474.7675
2025-06-20 11:59:43.541190,Keyboard,Accessories,9.0,605.32,5447.92,1089.58,South,Consumer,133,2025,6,20,4,0,2,605.3244444444445
2025-06-20 11:59:43.541190,Keyboard,Accessories,5.0,758.61,3793.04,758.61,North,Consumer,187,2025,6,20,4,0,2,758.608
2025-06-20 11:59:43.541190,Monitor,Electronics,2.0,696.57,1393.15,278.63,North,Consumer,198,2025,6,20,4,0,2,696.575
2025-06-20 11:59:43.541190,Mouse,Accessories,1.0,1043.29,1043.29,208.66,West,SMB,103,2025,6,20,4,0,2,1043.29
2025-06-20 11:59:43.541190,Mouse,Accessories,3.0,613.7,1841.1,368.22,North,Consumer,23,2025,6,20,4,0,2,613.6999999999999
2025-06-20 11:59:43.541190,Mouse,Accessories,6.0,769.41,4616.46,923.29,South,SMB,157,2025,6,20,4,0,2,769.41
2025-06-20 11:59:43.541190,Mouse,Accessories,5.0,578.7,2893.48,578.7,North,Corporate,120,2025,6,20,4,0,2,578.696
2025-06-20 11:59:43.541190,Mouse,Accessories,2.0,65.98,131.95,26.39,South,SMB,100,2025,6,20,4,0,2,65.975
2025-06-21 11:59:43.541190,Headphones,Accessories,8.0,105.86,846.88,169.38,South,SMB,141,2025,6,21,5,1,2,105.86
2025-06-21 11:59:43.541190,Mouse,Accessories,5.0,889.7,4448.51,889.7,North,SMB,94,2025,6,21,5,1,2,889.702
2025-06-21 11:59:43.541190,Laptop,Electronics,7.0,127.62,893.36,178.67,South,Corporate,186,2025,6,21,5,1,2,127.62285714285714
2025-06-21 11:59:43.541190,Mouse,Accessories,9.0,918.58,8267.24,1653.45,West,Consumer,26,2025,6,21,5,1,2,918.5822222222222
2025-06-21 11:59:43.541190,Laptop,Electronics,7.0,1149.03,8043.18,1608.64,East,SMB,130,2025,6,21,5,1,2,1149.0257142857142
2025-06-21 11:59:43.541190,Laptop,Electronics,4.0,32.79,131.15,26.23,North,SMB,95,2025,6,21,5,1,2,32.7875
2025-06-21 11:59:43.541190,Headphones,Accessories,5.0,365.99,1829.94,365.99,North,SMB,72,2025,6,21,5,1,2,365.988
2025-06-22 11:59:43.541190,Headphones,Accessories,5.0,295.21,1476.05,295.21,West,Consumer,84,2025,6,22,6,1,2,295.21
2025-06-22 11:59:43.541190,Monitor,Electronics,1.0,1137.75,1137.75,227.55,North,Consumer,151,2025,6,22,6,1,2,1137.75
2025-06-22 11:59:43.541190,Monitor,Electronics,6.0,855.65,5133.92,1026.78,East,Consumer,127,2025,6,22,6,1,2,855.6533333333333
2025-06-22 11:59:43.541190,Keyboard,Accessories,3.0,151.21,453.64,90.73,East,Consumer,160,2025,6,22,6,1,2,151.21333333333334
2025-06-22 11:59:43.541190,Mouse,Accessories,4.0,160.21,640.82,128.16,North,SMB,124,2025,6,22,6,1,2,160.205
2025-06-22 11:59:43.541190,Laptop,Electronics,3.0,708.38,2125.13,425.03,South,Consumer,132,2025,6,22,6,1,2,708.3766666666667
2025-06-23 11:59:43.541190,Laptop,Electronics,1.0,505.22,505.22,101.04,North,Consumer,160,2025,6,23,0,0,2,505.22
2025-06-23 11:59:43.541190,Keyboard,Accessories,1.0,1009.23,1009.23,201.85,South,Consumer,118,2025,6,23,0,0,2,1009.23
2025-06-23 11:59:43.541190,Laptop,Electronics,5.0,904.5,4522.51,904.5,North,Corporate,78,2025,6,23,0,0,2,904.5020000000001
2025-06-23 11:59:43.541190,Headphones,Accessories,7.0,505.28,3536.97,707.39,South,Consumer,165,2025,6,23,0,0,2,505.28142857142853
2025-06-23 11:59:43.541190,Laptop,Electronics,2.0,117.64,235.29,47.06,South,Corporate,128,2025,6,23,0,0,2,117.645
2025-06-23 11:59:43.541190,Monitor,Electronics,5.0,1169.79,5848.93,1169.79,West,SMB,164,2025,6,23,0,0,2,1169.786
2025-06-23 11:59:43.541190,Keyboard,Accessories,6.0,1140.76,6844.58,1368.92,West,Consumer,66,2025,6,23,0,0,2,1140.7633333333333
2025-06-23 11:59:43.541190,Mouse,Accessories,8.0,485.54,3884.29,776.86,West,Consumer,27,2025,6,23,0,0,2,485.53625
2025-06-23 11:59:43.541190,Mouse,Accessories,4.0,567.16,2268.66,453.73,South,Corporate,47,2025,6,23,0,0,2,567.165
2025-06-23 11:59:43.541190,Laptop,Electronics,5.0,842.37,4211.86,842.37,East,SMB,31,2025,6,23,0,0,2,842.372
2025-06-23 11:59:43.541190,Keyboard,Accessories,3.0,1163.78,3491.33,698.27,South,SMB,68,2025,6,23,0,0,2,1163.7766666666666
2025-06-23 11:59:43.541190,Headphones,Accessories,5.0,71.21,356.06,71.21,North,SMB,183,2025,6,23,0,0,2,71.212
2025-06-23 11:59:43.541190,Laptop,Electronics,6.0,534.88,3209.26,641.85,South,Consumer,179,2025,6,23,0,0,2,534.8766666666667
2025-06-24 11:59:43.541190,Headphones,Accessories,7.0,1040.37,7282.61,1456.52,North,Consumer,114,2025,6,24,1,0,2,1040.3728571428571
2025-06-24 11:59:43.541190,Headphones,Accessories,6.0,1097.54,6585.21,1317.04,East,Consumer,72,2025,6,24,1,0,2,1097.535
2025-06-24 11:59:43.541190,Headphones,Accessories,3.0,311.87,935.61,187.12,South,Consumer,129,2025,6,24,1,0,2,311.87
2025-06-24 11:59:43.541190,Laptop,Electronics,3.0,344.18,1032.55,206.51,West,Corporate,132,2025,6,24,1,0,2,344.18333333333334
2025-06-24 11:59:43.541190,Mouse,Accessories,8.0,46.18,369.42,73.88,South,Corporate,137,2025,6,24,1,0,2,46.1775
2025-06-25 11:59:43.541190,Mouse,Accessories,1.0,324.73,324.73,64.95,West,Consumer,53,2025,6,25,2,0,2,324.73
2025-06-25 11:59:43.541190,Mouse,Accessories,4.0,665.99,2663.95,532.79,North,SMB,49,2025,6,25,2,0,2,665.9875
2025-06-25 11:59:43.541190,Mouse,Accessories,2.0,771.24,1542.48,308.5,East,SMB,198,2025,6,25,2,0,2,771.24
2025-06-25 11:59:43.541190,Mouse,Accessories,3.0,843.22,2529.65,505.93,North,Corporate,164,2025,6,25,2,0,2,843.2166666666667
2025-06-25 11:59:43.541190,Laptop,Electronics,7.0,911.06,6377.43,1275.49,North,Corporate,85,2025,6,25,2,0,2,911.0614285714286
2025-06-25 11:59:43.541190,Keyboard,Accessories,2.0,1025.57,2051.15,410.23,South,Consumer,76,2025,6,25,2,0,2,1025.575
2025-06-25 11:59:43.541190,Keyboard,Accessories,3.0,1085.72,3257.15,651.43,West,Corporate,57,2025,6,25,2,0,2,1085.7166666666667
2025-06-26 11:59:43.541190,Mouse,Accessories,7.0,646.89,4528.26,905.65,South,Consumer,173,2025,6,26,3,0,2,646.8942857142857
2025-06-26 11:59:43.541190,Headphones,Accessories,4.0,267.03,1068.13,213.63,East,Corporate,33,2025,6,26,3,0,2,267.0325
2025-06-26 11:59:43.541190,Keyboard,Accessories,1.0,346.72,346.72,69.34,North,Consumer,118,2025,6,26,3,0,2,346.72
2025-06-26 11:59:43.541190,Laptop,Electronics,5.0,563.72,2818.59,563.72,South,Corporate,53,2025,6,26,3,0,2,563.7180000000001
2025-06-26 11:59:43.541190,Laptop,Electronics,9.0,128.9,1160.13,232.03,East,Consumer,75,2025,6,26,3,0,2,128.90333333333334
2025-06-26 11:59:43.541190,Keyboard,Accessories,2.0,730.28,1460.57,292.11,East,SMB,40,2025,6,26,3,0,2,730.285
2025-06-26 11:59:43.541190,Monitor,Electronics,8.0,841.87,6734.97,1346.99,North,SMB,115,2025,6,26,3,0,2,841.87125
2025-06-26 11:59:43.541190,Laptop,Electronics,7.0,171.09,1197.66,239.53,East,SMB,137,2025,6,26,3,0,2,171.09428571428572
2025-06-26 11:59:43.541190,Headphones,Accessories,2.0,407.93,815.85,163.17,East,SMB,134,2025,6,26,3,0,2,407.925
2025-06-26 11:59:43.541190,Headphones,Accessories,2.0,348.74,697.47,139.49,North,Corporate,168,2025,6,26,3,0,2,348.735
2025-06-27 11:59:43.541190,Headphones,Accessories,6.0,734.81,4408.89,881.78,North,Consumer,169,2025,6,27,4,0,2,734.815
2025-06-27 11:59:43.541190,Laptop,Electronics,8.0,873.02,6984.14,1396.83,South,Consumer,98,2025,6,27,4,0,2,873.0175
2025-06-27 11:59:43.541190,Mouse,Accessories,4.0,1163.98,4655.9,931.18,West,SMB,153,2025,6,27,4,0,2,1163.975
2025-06-27 11:59:43.541190,Laptop,Electronics,7.0,80.93,566.51,113.3,East,Consumer,55,2025,6,27,4,0,2,80.92999999999999
2025-06-27 11:59:43.541190,Headphones,Accessories,6.0,451.12,2706.73,541.35,West,Corporate,94,2025,6,27,4,0,2,451.12166666666667
2025-06-27 11:59:43.541190,Laptop,Electronics,5.0,448.44,2242.19,448.44,South,Corporate,78,2025,6,27,4,0,2,448.438
2025-06-27 11:59:43.541190,Keyboard,Accessories,7.0,830.86,5815.99,1163.2,East,Corporate,126,2025,6,27,4,0,2,830.8557142857143
2025-06-27 11:59:43.541190,Mouse,Accessories,3.0,785.61,2356.83,471.37,South,SMB,130,2025,6,27,4,0,2,785.61
2025-06-27 11:59:43.541190,Mouse,Accessories,9.0,1070.82,9637.4,1927.48,West,Consumer,87,2025,6,27,4,0,2,1070.822222222222
2025-06-27 11:59:43.541190,Laptop,Electronics,7.0,465.2,3256.37,651.27,South,SMB,36,2025,6,27,4,0,2,465.19571428571425
